,CellName,CompNum,substrate & drug,SurroundingThickness,EChadwick
625,21-01-21_M1_P1_C7,4,20um fibronectin discs & none,159.382653142839,4734.12063839096
620,21-01-21_M1_P1_C1,7,20um fibronectin discs & none,1186.65518384925,564.7015200503799
626,21-01-21_M1_P1_C7,5,20um fibronectin discs & none,218.38550480367698,4884.75199912976
628,21-01-21_M1_P1_C7,7,20um fibronectin discs & none,166.538212519283,17684.9725714915
619,21-01-21_M1_P1_C1,6,20um fibronectin discs & none,1383.0525400557501,633.357339131112
655,21-01-21_M1_P1_C11,5,20um fibronectin discs & none,315.366386705336,4683.86922851534
616,21-01-21_M1_P1_C1,3,20um fibronectin discs & none,1311.18044160462,415.6183868696
615,21-01-21_M1_P1_C1,2,20um fibronectin discs & none,1308.83802344344,608.008706248283
629,21-01-21_M1_P1_C7,8,20um fibronectin discs & none,158.489105446212,12658.705655034399
614,21-01-21_M1_P1_C1,1,20um fibronectin discs & none,1272.38979222263,781.47664063867
953,21-01-21_M3_P1_C1,10,20um fibronectin discs & none,252.334022761214,1772.20435527149
954,21-01-21_M3_P1_C1,11,20um fibronectin discs & none,165.47970294869302,4865.12547072605
955,21-01-21_M3_P1_C1,12,20um fibronectin discs & none,139.977411827052,4852.013853726729
956,21-01-21_M3_P1_C1,13,20um fibronectin discs & none,209.131710250575,7350.9180753415085
957,21-01-21_M3_P1_C2,1,20um fibronectin discs & none,240.103846534431,10505.9681197885
617,21-01-21_M1_P1_C1,4,20um fibronectin discs & none,1178.16809177387,542.501981498131
630,21-01-21_M1_P1_C7,9,20um fibronectin discs & none,215.291324859337,8261.331984479599
637,21-01-21_M1_P1_C14,6,20um fibronectin discs & none,102.80140312573201,8295.671522351291
632,21-01-21_M1_P1_C14,1,20um fibronectin discs & none,134.543056787878,4654.105354851779
656,21-01-21_M1_P1_C11,6,20um fibronectin discs & none,311.327049471935,4685.35558765524
657,21-01-21_M1_P1_C11,7,20um fibronectin discs & none,304.708457045592,8601.98183242297
653,21-01-21_M1_P1_C11,3,20um fibronectin discs & none,308.676229950681,4800.84075825745
958,21-01-21_M3_P1_C2,2,20um fibronectin discs & none,240.391196139965,8754.17517324557
652,21-01-21_M1_P1_C11,2,20um fibronectin discs & none,336.61158916017,4869.3881159925795
651,21-01-21_M1_P1_C11,1,20um fibronectin discs & none,324.36767663308,4985.86931715201
647,21-01-21_M1_P1_C10,6,20um fibronectin discs & none,326.569000633332,6067.21155841141
646,21-01-21_M1_P1_C10,5,20um fibronectin discs & none,298.731370904703,5524.269195510179
645,21-01-21_M1_P1_C10,4,20um fibronectin discs & none,338.279825739543,3134.1962019617304
631,21-01-21_M1_P1_C7,10,20um fibronectin discs & none,206.730318353447,6412.82536100078
644,21-01-21_M1_P1_C10,3,20um fibronectin discs & none,302.627422471456,5388.120308845349
641,21-01-21_M1_P1_C14,10,20um fibronectin discs & none,131.116424827721,13811.6289129118
640,21-01-21_M1_P1_C14,9,20um fibronectin discs & none,113.8350875682,7812.8188210116
639,21-01-21_M1_P1_C14,8,20um fibronectin discs & none,119.240224593096,12760.8141686698
638,21-01-21_M1_P1_C14,7,20um fibronectin discs & none,101.972359138996,9339.870847608921
654,21-01-21_M1_P1_C11,4,20um fibronectin discs & none,287.338631504528,8450.97134009125
636,21-01-21_M1_P1_C14,5,20um fibronectin discs & none,117.605651018844,7452.63428569343
635,21-01-21_M1_P1_C14,4,20um fibronectin discs & none,142.718992132028,6252.000775459611
634,21-01-21_M1_P1_C14,3,20um fibronectin discs & none,164.119564871091,5983.00983947205
633,21-01-21_M1_P1_C14,2,20um fibronectin discs & none,136.333801059057,5525.44099321178
642,21-01-21_M1_P1_C10,1,20um fibronectin discs & none,273.780343067311,6899.92123187315
959,21-01-21_M3_P1_C2,3,20um fibronectin discs & none,248.933390441153,8560.75694354513
1008,21-01-21_M3_P1_C6,12,20um fibronectin discs & none,365.40532525903296,5411.63658704371
961,21-01-21_M3_P1_C2,5,20um fibronectin discs & none,228.010621764083,10007.3541352661
992,21-01-21_M3_P1_C5,8,20um fibronectin discs & none,740.218666833377,788.009489323858
993,21-01-21_M3_P1_C5,9,20um fibronectin discs & none,665.975360316835,932.123056994123
994,21-01-21_M3_P1_C5,10,20um fibronectin discs & none,767.7191023048609,717.577293126456
995,21-01-21_M3_P1_C5,11,20um fibronectin discs & none,669.8572523415551,713.851740294319
997,21-01-21_M3_P1_C6,1,20um fibronectin discs & none,229.22423692200402,6551.888963351899
998,21-01-21_M3_P1_C6,2,20um fibronectin discs & none,184.56801117988,19124.3062569854
999,21-01-21_M3_P1_C6,3,20um fibronectin discs & none,210.14864604016603,13213.365154308998
1000,21-01-21_M3_P1_C6,4,20um fibronectin discs & none,254.803062494535,8231.8256824198
1001,21-01-21_M3_P1_C6,5,20um fibronectin discs & none,266.287500902745,4988.14021373928
991,21-01-21_M3_P1_C5,7,20um fibronectin discs & none,815.256210605567,932.470694719616
1002,21-01-21_M3_P1_C6,6,20um fibronectin discs & none,236.672662870353,7563.680015238449
658,21-01-21_M1_P1_C11,8,20um fibronectin discs & none,302.658126484211,11300.472579546102
1009,21-01-21_M3_P1_C6,13,20um fibronectin discs & none,556.5114490689309,3540.91206835065
1010,21-01-21_M3_P1_C6,14,20um fibronectin discs & none,500.625686729948,2558.18535685177
1011,21-01-21_M3_P1_C7,1,20um fibronectin discs & none,182.310010135321,33172.9937492285
1012,21-01-21_M3_P1_C7,2,20um fibronectin discs & none,181.770526749271,56017.8220717165
1013,21-01-21_M3_P1_C7,3,20um fibronectin discs & none,184.714474421339,46313.527698547405
1014,21-01-21_M3_P1_C7,4,20um fibronectin discs & none,182.75518116729302,72166.1901890486
1015,21-01-21_M3_P1_C7,5,20um fibronectin discs & none,179.427741332595,51433.016866827005
1016,21-01-21_M3_P1_C7,6,20um fibronectin discs & none,182.967498636212,75978.63267679
1004,21-01-21_M3_P1_C6,8,20um fibronectin discs & none,214.945321890145,8783.518625886221
960,21-01-21_M3_P1_C2,4,20um fibronectin discs & none,220.221310155915,7635.726042933259
990,21-01-21_M3_P1_C5,6,20um fibronectin discs & none,824.409140136564,933.0185441193249
988,21-01-21_M3_P1_C5,4,20um fibronectin discs & none,801.811299157657,866.3721942617401
962,21-01-21_M3_P1_C2,6,20um fibronectin discs & none,185.467970614342,13904.6280615422
963,21-01-21_M3_P1_C2,7,20um fibronectin discs & none,216.53360217148702,12280.8209232533
964,21-01-21_M3_P1_C2,8,20um fibronectin discs & none,234.20484192526902,15320.108940793101
966,21-01-21_M3_P1_C2,10,20um fibronectin discs & none,189.98075202615502,27668.697118905402
969,21-01-21_M3_P1_C3,3,20um fibronectin discs & none,223.16697740074798,16070.667934994899
970,21-01-21_M3_P1_C3,4,20um fibronectin discs & none,216.83482465827402,13106.669719636899
971,21-01-21_M3_P1_C3,5,20um fibronectin discs & none,190.249220492024,35253.300964572794
973,21-01-21_M3_P1_C3,7,20um fibronectin discs & none,263.074322803419,7981.61305895728
974,21-01-21_M3_P1_C3,8,20um fibronectin discs & none,239.68653945548198,18033.192510902
989,21-01-21_M3_P1_C5,5,20um fibronectin discs & none,762.122414353724,965.077859669842
975,21-01-21_M3_P1_C3,9,20um fibronectin discs & none,293.755190862402,4596.98326108116
977,21-01-21_M3_P1_C4,1,20um fibronectin discs & none,1320.69370809297,565.590860632304
978,21-01-21_M3_P1_C4,2,20um fibronectin discs & none,1237.1356414361999,849.549566387963
979,21-01-21_M3_P1_C4,3,20um fibronectin discs & none,1107.49129028302,1319.53804224502
980,21-01-21_M3_P1_C4,4,20um fibronectin discs & none,1059.2547483606802,596.853017612491
981,21-01-21_M3_P1_C4,5,20um fibronectin discs & none,1107.7173012646401,517.430246228429
982,21-01-21_M3_P1_C4,6,20um fibronectin discs & none,1116.39863289098,989.9615584929289
985,21-01-21_M3_P1_C5,1,20um fibronectin discs & none,570.016927425866,1227.2931161076199
986,21-01-21_M3_P1_C5,2,20um fibronectin discs & none,831.54083584607,1086.24107063679
987,21-01-21_M3_P1_C5,3,20um fibronectin discs & none,921.3715364700191,923.078055599208
976,21-01-21_M3_P1_C3,10,20um fibronectin discs & none,293.865036947866,4456.97670540165
659,21-01-21_M1_P1_C11,9,20um fibronectin discs & none,339.940580038598,8678.38978175091
719,21-01-21_M1_P1_C2,9,20um fibronectin discs & none,725.731460053451,1440.2082216284
661,21-01-21_M1_P1_C11,11,20um fibronectin discs & none,323.802570955137,9056.64229423662
759,21-01-21_M1_P1_C6,8,20um fibronectin discs & none,300.053031273344,4555.72734648402
758,21-01-21_M1_P1_C6,7,20um fibronectin discs & none,312.863671065333,3394.8220725023903
757,21-01-21_M1_P1_C6,6,20um fibronectin discs & none,330.970005341155,3413.9895760062
753,21-01-21_M1_P1_C6,2,20um fibronectin discs & none,437.929921229686,1828.33882980795
751,21-01-21_M1_P1_C5,10,20um fibronectin discs & none,697.161551877083,6496.6843749324
750,21-01-21_M1_P1_C5,9,20um fibronectin discs & none,617.842943119642,9482.58941894222
749,21-01-21_M1_P1_C5,8,20um fibronectin discs & none,664.605328677459,2464.96142006013
748,21-01-21_M1_P1_C5,7,20um fibronectin discs & none,799.816750407319,1460.0971825310098
747,21-01-21_M1_P1_C5,6,20um fibronectin discs & none,910.9331161972699,1197.9651951773199
760,21-01-21_M1_P1_C6,9,20um fibronectin discs & none,256.056206242433,4545.68306405607
746,21-01-21_M1_P1_C5,5,20um fibronectin discs & none,884.888010968009,1341.53371911888
744,21-01-21_M1_P1_C5,3,20um fibronectin discs & none,867.339766712626,1222.9961462783501
743,21-01-21_M1_P1_C5,2,20um fibronectin discs & none,885.801997064503,1093.10829246192
742,21-01-21_M1_P1_C5,1,20um fibronectin discs & none,992.1995557417889,1015.06306398695
741,21-01-21_M1_P1_C4,11,20um fibronectin discs & none,157.259494427666,7671.776520193629
740,21-01-21_M1_P1_C4,10,20um fibronectin discs & none,183.435469298199,6799.6753041109605
739,21-01-21_M1_P1_C4,9,20um fibronectin discs & none,173.307369607041,7022.41050456547
738,21-01-21_M1_P1_C4,8,20um fibronectin discs & none,206.00863609438701,5582.93049493268
737,21-01-21_M1_P1_C4,7,20um fibronectin discs & none,178.47329101448997,13489.9391725191
735,21-01-21_M1_P1_C4,5,20um fibronectin discs & none,174.245971975859,23551.2321112593
745,21-01-21_M1_P1_C5,4,20um fibronectin discs & none,818.098905737368,1046.3820987202698
734,21-01-21_M1_P1_C4,4,20um fibronectin discs & none,167.254811596993,12138.5328592219
762,21-01-21_M1_P1_C6,11,20um fibronectin discs & none,253.45367404845902,4393.8801530215005
764,21-01-21_M1_P1_C8,1,20um fibronectin discs & none,128.17597606225402,62722.104670354296
782,21-01-21_M1_P1_C9,8,20um fibronectin discs & none,-6.52870915032418,2181.96968226715
781,21-01-21_M1_P1_C9,7,20um fibronectin discs & none,17.3342540200501,3802.02590398077
780,21-01-21_M1_P1_C9,6,20um fibronectin discs & none,4.10246018824182,2992.59989911835
775,21-01-21_M1_P1_C9,1,20um fibronectin discs & none,18.1794500433853,7834.75138192693
774,21-01-21_M1_P1_C8,11,20um fibronectin discs & none,135.845978801782,25202.0882069014
773,21-01-21_M1_P1_C8,10,20um fibronectin discs & none,122.844963870648,28958.425308426802
772,21-01-21_M1_P1_C8,9,20um fibronectin discs & none,138.301041760049,17126.585649465902
944,21-01-21_M3_P1_C1,1,20um fibronectin discs & none,600.106246276091,1169.99319192798
945,21-01-21_M3_P1_C1,2,20um fibronectin discs & none,510.351917896948,1166.5711630310302
763,21-01-21_M1_P1_C6,12,20um fibronectin discs & none,282.951396695998,3011.36747161247
946,21-01-21_M3_P1_C1,3,20um fibronectin discs & none,499.30959908015603,1267.99394690893
949,21-01-21_M3_P1_C1,6,20um fibronectin discs & none,414.91546158643206,1307.2400280443699
950,21-01-21_M3_P1_C1,7,20um fibronectin discs & none,331.416268842294,1351.66878392794
951,21-01-21_M3_P1_C1,8,20um fibronectin discs & none,276.077951417816,1838.29767554066
770,21-01-21_M1_P1_C8,7,20um fibronectin discs & none,136.348496209046,24746.572053841002
769,21-01-21_M1_P1_C8,6,20um fibronectin discs & none,132.380038090168,27604.5490600602
768,21-01-21_M1_P1_C8,5,20um fibronectin discs & none,141.485233758703,25930.576389048198
767,21-01-21_M1_P1_C8,4,20um fibronectin discs & none,178.891904125133,9040.624728063109
766,21-01-21_M1_P1_C8,3,20um fibronectin discs & none,146.622954300148,22690.3638102873
765,21-01-21_M1_P1_C8,2,20um fibronectin discs & none,133.435855364555,49891.8280221395
947,21-01-21_M3_P1_C1,4,20um fibronectin discs & none,475.853204362797,1434.62495379538
660,21-01-21_M1_P1_C11,10,20um fibronectin discs & none,343.81650687428396,7815.7668848419
732,21-01-21_M1_P1_C4,2,20um fibronectin discs & none,153.686961304878,24661.079025109302
730,21-01-21_M1_P1_C3,10,20um fibronectin discs & none,135.75043836928998,7965.1522562929
699,21-01-21_M1_P1_C15,4,20um fibronectin discs & none,322.616674669184,4547.90618836823
698,21-01-21_M1_P1_C15,3,20um fibronectin discs & none,335.924561443802,3570.07615319009
697,21-01-21_M1_P1_C15,2,20um fibronectin discs & none,274.70824883908796,5542.48727177544
696,21-01-21_M1_P1_C15,1,20um fibronectin discs & none,325.91844923813,3036.93600757889
695,21-01-21_M1_P1_C13,16,20um fibronectin discs & none,195.799888430839,27518.8417350694
694,21-01-21_M1_P1_C13,15,20um fibronectin discs & none,198.80397348138698,42174.1357613181
693,21-01-21_M1_P1_C13,14,20um fibronectin discs & none,195.28760047427502,21550.9253678135
692,21-01-21_M1_P1_C13,13,20um fibronectin discs & none,191.124363930376,24444.3037888126
691,21-01-21_M1_P1_C13,12,20um fibronectin discs & none,198.548658976203,14696.398673433201
700,21-01-21_M1_P1_C15,5,20um fibronectin discs & none,306.625683180983,4553.25432582884
690,21-01-21_M1_P1_C13,11,20um fibronectin discs & none,204.68379147591,14800.091535731599
688,21-01-21_M1_P1_C13,9,20um fibronectin discs & none,244.049797465816,10953.577216834301
687,21-01-21_M1_P1_C13,8,20um fibronectin discs & none,236.83390178065602,10434.9117988619
684,21-01-21_M1_P1_C13,5,20um fibronectin discs & none,278.98961910618,7912.39054664391
683,21-01-21_M1_P1_C13,4,20um fibronectin discs & none,238.215492959502,10369.7208160074
682,21-01-21_M1_P1_C13,3,20um fibronectin discs & none,245.112351507998,8670.6058091419
681,21-01-21_M1_P1_C13,2,20um fibronectin discs & none,265.99590463993803,7290.50163297669
680,21-01-21_M1_P1_C13,1,20um fibronectin discs & none,260.081383792592,7747.509606588291
679,21-01-21_M1_P1_C12,17,20um fibronectin discs & none,145.90933144653602,40221.6274263879
662,21-01-21_M1_P1_C11,12,20um fibronectin discs & none,324.772262439387,5460.7347281536795
689,21-01-21_M1_P1_C13,10,20um fibronectin discs & none,204.019610969268,15736.797997616499
731,21-01-21_M1_P1_C4,1,20um fibronectin discs & none,213.086817168232,7518.28967131708
701,21-01-21_M1_P1_C15,6,20um fibronectin discs & none,259.11995653163603,4201.1288301675395
705,21-01-21_M1_P1_C15,10,20um fibronectin discs & none,197.41456028239398,8434.48671733039
729,21-01-21_M1_P1_C3,9,20um fibronectin discs & none,144.07941568664802,8392.937130693459
727,21-01-21_M1_P1_C3,7,20um fibronectin discs & none,161.889048333393,5882.5326545309
726,21-01-21_M1_P1_C3,6,20um fibronectin discs & none,155.816985799917,8623.53779433013
725,21-01-21_M1_P1_C3,5,20um fibronectin discs & none,149.758690386266,11323.4754293023
724,21-01-21_M1_P1_C3,4,20um fibronectin discs & none,175.585976214726,6204.40009891424
723,21-01-21_M1_P1_C3,3,20um fibronectin discs & none,163.85774719786198,6752.2941018948495
722,21-01-21_M1_P1_C3,2,20um fibronectin discs & none,168.485350989577,5088.35007926122
721,21-01-21_M1_P1_C3,1,20um fibronectin discs & none,147.43811526309298,4825.42596325008
718,21-01-21_M1_P1_C2,8,20um fibronectin discs & none,732.023407889729,1506.71336090775
702,21-01-21_M1_P1_C15,7,20um fibronectin discs & none,269.915747008758,3346.3386163621503
717,21-01-21_M1_P1_C2,7,20um fibronectin discs & none,739.719476783468,1392.58315962861
715,21-01-21_M1_P1_C2,5,20um fibronectin discs & none,562.7592760497171,2970.3176290521
714,21-01-21_M1_P1_C2,4,20um fibronectin discs & none,721.581130798638,1329.4904914619099
713,21-01-21_M1_P1_C2,3,20um fibronectin discs & none,865.0336130132471,1068.1118790045
712,21-01-21_M1_P1_C2,2,20um fibronectin discs & none,888.911124645325,988.417819519193
710,21-01-21_M1_P1_C15,15,20um fibronectin discs & none,231.47322477168098,7130.91910625157
709,21-01-21_M1_P1_C15,14,20um fibronectin discs & none,191.392839114827,9832.0247012291
708,21-01-21_M1_P1_C15,13,20um fibronectin discs & none,239.768682289689,5967.415668322829
707,21-01-21_M1_P1_C15,12,20um fibronectin discs & none,299.697166074846,3605.3123310689098
706,21-01-21_M1_P1_C15,11,20um fibronectin discs & none,296.749946225156,2967.92011629508
716,21-01-21_M1_P1_C2,6,20um fibronectin discs & none,664.824206491156,1663.12958051387
511,21-01-18_M2_P1_C10,18,20um fibronectin discs & none,624.67220950262,2102.83129378688
1021,21-01-21_M3_P1_C7,11,20um fibronectin discs & none,187.35883183591,23781.889134009598
516,21-01-18_M2_P1_C10,23,20um fibronectin discs & none,657.901727660543,1813.79506496811
412,21-01-18_M2_P1_C3,15,20um fibronectin discs & none,477.134064369991,2965.66478440127
413,21-01-18_M2_P1_C3,16,20um fibronectin discs & none,445.879804516772,2689.3838579336602
414,21-01-18_M2_P1_C3,17,20um fibronectin discs & none,387.97663973098605,9632.56650050935
416,21-01-18_M2_P1_C3,19,20um fibronectin discs & none,415.07531991038803,3553.7248478930896
418,21-01-18_M2_P1_C4,2,20um fibronectin discs & none,611.075613393469,1705.1658420338001
419,21-01-18_M2_P1_C4,3,20um fibronectin discs & none,637.462952996804,1393.27072635384
420,21-01-18_M2_P1_C4,4,20um fibronectin discs & none,603.402136336735,1756.24016784419
421,21-01-18_M2_P1_C4,5,20um fibronectin discs & none,542.6923847209961,1685.2714493541698
422,21-01-18_M2_P1_C4,6,20um fibronectin discs & none,471.98544349282,2348.4496366184
423,21-01-18_M2_P1_C4,7,20um fibronectin discs & none,429.085537536023,3404.7150186002
424,21-01-18_M2_P1_C4,8,20um fibronectin discs & none,439.149974890144,4545.91257793069
425,21-01-18_M2_P1_C4,9,20um fibronectin discs & none,434.042513856639,2701.09560399222
426,21-01-18_M2_P1_C4,10,20um fibronectin discs & none,445.054448316371,3014.96072201993
427,21-01-18_M2_P1_C4,11,20um fibronectin discs & none,461.707939316836,1943.8405717286898
428,21-01-18_M2_P1_C5,1,20um fibronectin discs & none,631.650040905092,981.1484518658881
429,21-01-18_M2_P1_C5,2,20um fibronectin discs & none,550.4308832034,1582.29809970342
430,21-01-18_M2_P1_C5,3,20um fibronectin discs & none,548.0428387517201,1464.9227535933999
431,21-01-18_M2_P1_C5,4,20um fibronectin discs & none,555.380104200956,1784.38990586187
432,21-01-18_M2_P1_C5,5,20um fibronectin discs & none,579.352888496006,1210.5480630591198
433,21-01-18_M2_P1_C5,6,20um fibronectin discs & none,594.137849448516,1112.08007354782
434,21-01-18_M2_P1_C5,7,20um fibronectin discs & none,612.108245614245,1160.2617926058902
435,21-01-18_M2_P1_C5,8,20um fibronectin discs & none,542.168152584693,1334.97877350081
436,21-01-18_M2_P1_C5,9,20um fibronectin discs & none,471.036073246831,1519.0147143602899
437,21-01-18_M2_P1_C5,10,20um fibronectin discs & none,480.204266184802,1662.3003786619
438,21-01-18_M2_P1_C5,11,20um fibronectin discs & none,574.1279068668811,1583.9776368346697
439,21-01-18_M2_P1_C5,12,20um fibronectin discs & none,635.838377173741,1221.3192739044198
440,21-01-18_M2_P1_C5,13,20um fibronectin discs & none,575.74192043131,1169.8194464006199
411,21-01-18_M2_P1_C3,14,20um fibronectin discs & none,390.697345169551,5943.037780951271
410,21-01-18_M2_P1_C3,13,20um fibronectin discs & none,368.57406987553804,4096.98058921748
409,21-01-18_M2_P1_C3,12,20um fibronectin discs & none,355.293113837113,2687.6913792914497
408,21-01-18_M2_P1_C3,11,20um fibronectin discs & none,485.956885860849,1850.1556897092103
517,21-01-18_M2_P1_C10,24,20um fibronectin discs & none,687.7960562827569,1265.56831451365
375,21-01-18_M2_P1_C1,1,20um fibronectin discs & none,757.243348371824,1119.73154461763
376,21-01-18_M2_P1_C1,2,20um fibronectin discs & none,764.115957235741,1641.04073878078
377,21-01-18_M2_P1_C1,3,20um fibronectin discs & none,707.581133807941,1001.2305368319901
378,21-01-18_M2_P1_C1,4,20um fibronectin discs & none,493.46031927096703,1210.1330232712598
379,21-01-18_M2_P1_C1,5,20um fibronectin discs & none,396.698219929975,1749.4997472576802
380,21-01-18_M2_P1_C1,6,20um fibronectin discs & none,403.302412512056,1527.4959731148801
381,21-01-18_M2_P1_C1,7,20um fibronectin discs & none,456.92681340500997,1199.2986861951401
382,21-01-18_M2_P1_C1,8,20um fibronectin discs & none,409.01379319673106,1732.33894547806
383,21-01-18_M2_P1_C1,9,20um fibronectin discs & none,402.072243086446,1827.04004017978
384,21-01-18_M2_P1_C1,10,20um fibronectin discs & none,434.07771292586403,2677.32374537846
385,21-01-18_M2_P1_C1,11,20um fibronectin discs & none,482.679517599132,1665.3226217079
386,21-01-18_M2_P1_C2,1,20um fibronectin discs & none,332.981906746247,14339.223975292
441,21-01-18_M2_P1_C5,14,20um fibronectin discs & none,471.258856396241,1192.0052052906199
390,21-01-18_M2_P1_C2,5,20um fibronectin discs & none,302.925673348177,18929.3404460479
393,21-01-18_M2_P1_C2,8,20um fibronectin discs & none,339.07925416543,7683.9545744315
395,21-01-18_M2_P1_C2,10,20um fibronectin discs & none,338.69938382211103,10261.3960119561
