;date;cellID;manipID;compNum ;Adhesion;Minor;Majeur;Square_Mean_radius;Radius ;ratio_adhesion;Area_ellipse;mean_area;area_adhesion;ratio_area;User_Validation;Comment
161;22/07/2006;22-07-06_M1_P1_C5;22-07-06_M1;6;15;219;228;223.5452974;;0.950447649;628.3688687;;706.8583471;;;
162;22/07/2006;22-07-06_M1_P1_C5;22-07-06_M1;7;15;222;227;224.5139194;;0.950447649;634.1829041;;706.8583471;;;
163;22/07/2006;22-07-06_M1_P1_C5;22-07-06_M1;8;15;220;226;223.0201785;;0.950447649;625.7009563;;706.8583471;;;
164;22/07/2006;22-07-06_M1_P1_C5;22-07-06_M1;9;15;219;229;224.0557966;;0.950447649;631.1248725;;706.8583471;;;
165;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;1;15;265;289;277.259806;17.44787165;1.163191444;963.7833415;954.0753046;706.8583471;1.349740452;;
166;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;2;15;266;287;276.6992953;;1.163191444;960.7253099;;706.8583471;;;
167;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;3;15;270;285;277.6013328;;1.163191444;968.3766812;;706.8583471;;;
168;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;4;15;274;285;279.5541093;;1.163191444;982.7230024;;706.8583471;;;
169;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;5;15;263;274;268.5563256;;1.163191444;906.8636829;;706.8583471;;;
170;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;6;15;264;284;274.182421;;1.163191444;943.5348934;;706.8583471;;;
171;22/07/2006;22-07-06_M1_P1_C6-2;22-07-06_M1;7;15;261;290;275.8813151;;1.163191444;952.5202209;;706.8583471;;;
172;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;1;15;274;284;279.0447993;17.50710697;1.167140465;979.2748515;962.2417412;706.8583471;1.361293596;;
173;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;2;15;270;280;275.0454508;;1.167140465;951.3876166;;706.8583471;;;
174;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;3;15;268;278;273.0457837;;1.167140465;937.5950131;;706.8583471;;;
175;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;4;15;275;281;278.0161866;;1.167140465;972.4666412;;706.8583471;;;
176;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;5;15;270;282;276.0652097;;1.167140465;958.1832424;;706.8583471;;;
177;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;6;15;272;281;276.536616;;1.167140465;961.8579142;;706.8583471;;;
178;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;7;15;274;282;278.0287755;;1.167140465;972.3785497;;706.8583471;;;
179;22/07/2006;22-07-06_M1_P1_C6;22-07-06_M1;8;15;269;285;277.1154994;;1.167140465;964.7901009;;706.8583471;;;
180;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;1;25;326;350;338.2129507;21.52282559;0.860913023;1435.89057;1447.617918;1963.495408;0.737265752;;
181;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;2;25;327;357;342.3287893;;0.860913023;1469.101045;;1963.495408;;;
182;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;3;25;325;358;341.8983767;;0.860913023;1464.205677;;1963.495408;;;
183;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;4;25;324;356;340.3762624;;0.860913023;1451.545678;;1963.495408;;;
184;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;5;25;321;358;340.0036765;;0.860913023;1446.184684;;1963.495408;;;
185;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;6;25;321;358;340.0036765;;0.860913023;1446.184684;;1963.495408;;;
186;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;7;25;318;359;339.1201852;;0.860913023;1436.670808;;1963.495408;;;
187;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;8;25;321;356;338.9520615;;0.860913023;1438.10544;;1963.495408;;;
188;22/07/2006;22-07-06_M1_P1_C8;22-07-06_M1;9;25;318;360;339.6498197;;0.860913023;1440.672677;;1963.495408;;;
189;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;1;25;251;280;265.8956562;16.67480513;0.666992205;884.4381177;868.2591798;1963.495408;0.442200769;;
190;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;2;25;249;282;266.0122178;;0.666992205;883.6578791;;1963.495408;;;
191;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;3;25;246;279;263.0180602;;0.666992205;863.7240434;;1963.495408;;;
192;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;4;25;249;276;262.8469136;;0.666992205;864.8566477;;1963.495408;;;
193;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;5;25;248;278;263.4274094;;0.666992205;867.625236;;1963.495408;;;
194;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;6;25;249;279;264.425793;;0.666992205;874.2572634;;1963.495408;;;
195;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;7;25;246;276;261.4306791;;0.666992205;854.4366881;;1963.495408;;;
196;22/07/2006;22-07-06_M1_P1_C9;22-07-06_M1;8;25;252;269;260.6386387;;0.666992205;853.0775629;;1963.495408;;;
197;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;1;10;318;325;321.5190508;20.42908308;2.042908308;1300.607277;1310.664384;314.1592654;4.17197431;;
198;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;2;10;317;328;322.5468958;;2.042908308;1308.48517;;314.1592654;;;
199;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;3;10;318;327;322.5313938;;2.042908308;1308.611015;;314.1592654;;;
200;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;4;10;317;328;322.5468958;;2.042908308;1308.48517;;314.1592654;;;
201;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;5;10;323;325;324.0015432;;2.042908308;1321.057077;;314.1592654;;;
202;22/07/2006;22-07-06_M2_P1_C1;22-07-06_M2;6;10;319;328;323.5312968;;2.042908308;1316.740597;;314.1592654;;;
203;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;1;20;417;430;423.549879;26.75734856;1.337867428;2256.525311;2248.934765;1256.637061;1.789645423;;
204;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;2;20;417;423;420.0107141;;1.337867428;2219.791178;;1256.637061;;;
205;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;3;20;421;426;423.5073789;;1.337867428;2256.978353;;1256.637061;;;
206;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;4;20;423;428;425.5073442;;1.337867428;2278.346821;;1256.637061;;;
207;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;5;20;419;425;422.0106634;;1.337867428;2240.983463;;1256.637061;;;
208;22/07/2006;22-07-06_M2_P1_C3;22-07-06_M2;6;20;419;425;422.0106634;;1.337867428;2240.983463;;1256.637061;;;
209;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;1;25;389;410;399.6379612;24.9913326;0.999653304;2007.100674;1960.315128;1963.495408;0.998380296;;
210;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;2;25;386;410;398.1808634;;0.999653304;1991.621749;;1963.495408;;;
211;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;3;25;380;399;389.6158364;;0.999653304;1908.06072;;1963.495408;;;
212;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;4;25;387;405;396.1022595;;0.999653304;1972.430398;;1963.495408;;;
213;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;5;25;386;397;391.5386316;;0.999653304;1928.472766;;1963.495408;;;
214;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;6;25;385;403;394.1027785;;0.999653304;1952.5469;;1963.495408;;;
215;22/07/2006;22-07-06_M2_P1_C4;22-07-06_M2;7;25;384;406;395.1531349;;0.999653304;1961.972685;;1963.495408;;;
216;22/07/2006;22-07-06_M2_P1_C5;22-07-06_M2;1;25;411;438;424.7146101;26.78145957;0.999653304;2265.435132;2250.185873;1963.495408;1.146010255;;
217;22/07/2006;22-07-06_M2_P1_C5;22-07-06_M2;2;25;415;430;422.5665628;;0.999653304;2245.702648;;1963.495408;;;
218;22/07/2006;22-07-06_M2_P1_C5;22-07-06_M2;3;25;413;429;421.0760026;;0.999653304;2229.682589;;1963.495408;;;
219;22/07/2006;22-07-06_M2_P1_C5;22-07-06_M2;4;25;410;438;424.2310691;;0.999653304;2259.923124;;1963.495408;;;
220;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;1;;;;;;;;;;;;
221;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;2;;;;;;;;;;;;
222;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;3;;;;;;;;;;;;
223;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;4;;;;;;;;;;;;
224;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;5;;;;;;;;;;;;
225;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;6;;;;;;;;;;;;
226;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;7;;;;;;;;;;;;
227;22/07/2006;22-07-06_M2_P1_C6;22-07-06_M2;8;;;;;;;;;;;;
228;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;1;5;173;176;174.5064469;175.5532035;2.222192449;383.172621;387.8188156;78.53981634;4.937862522;;
229;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;2;5;174;177;175.5064101;;0;387.5771933;;78.53981634;4.937862522;;
230;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;3;5;175;177;176.0028409;;0;389.8046485;;78.53981634;4.937862522;;
231;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;4;5;174;176;175.0028571;;0;385.3874917;;78.53981634;4.937862522;;
232;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;5;5;175;175;175;;0;385.4000762;;78.53981634;4.937862522;;
233;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;6;5;175;178;176.5063738;;0;392.0069346;;78.53981634;4.937862522;;
234;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;7;5;175;176;175.5007122;;0;387.6023623;;78.53981634;4.937862522;;
235;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;8;5;174;176;175.0028571;;0;385.3874917;;78.53981634;4.937862522;;
236;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;9;5;175;176;175.5007122;;0;387.6023623;;78.53981634;4.937862522;;
237;22/07/2012;22-07-12_M1_P1_C1;22-07-12_M1;10;5;176;178;177.0028248;;0;394.2469742;;78.53981634;4.937862522;;
238;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;1;10;193;191;192.0026041;193.8171089;1.226690562;463.902139;472.7049914;314.1592654;1.50466672;;
239;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;2;10;194;196;195.0025641;;;478.5127346;;314.1592654;;;
240;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;3;10;190;196;193.0233147;;;468.6464926;;314.1592654;;;
241;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;4;10;192;194;193.0025907;;;468.7471686;;314.1592654;;;
242;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;5;10;193;195;194.0025773;;;473.6173671;;314.1592654;;;
243;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;6;10;195;195;195;;;478.5253191;;314.1592654;;;
244;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;7;10;193;195;194.0025773;;;473.6173671;;314.1592654;;;
245;22/07/2012;22-07-12_M1_P1_C2;22-07-12_M1;8;10;195;194;194.5006427;;;476.0713431;;314.1592654;;;
246;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;1;10;275;285;280.0446393;279.8605975;1.771269604;986.3095827;985.2916371;314.1592654;1.254512275;;
247;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;2;10;277;284;280.5218352;;;989.9968389;;314.1592654;;;
248;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;3;10;279;286;282.5216806;;;1004.166977;;314.1592654;;;
249;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;4;10;278;285;281.5217576;;;997.0693236;;314.1592654;;;
250;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;5;10;274;280;277.016245;;;965.482248;;314.1592654;;;
251;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;6;10;277;284;280.5218352;;;989.9968389;;314.1592654;;;
252;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;7;10;277;283;280.016071;;;986.5109346;;314.1592654;;;
253;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;8;10;274;283;278.5363531;;;975.8267006;;314.1592654;;;
254;22/07/2012;22-07-12_M1_P1_C3;22-07-12_M1;9;10;273;283;278.0449604;;;972.2652893;;314.1592654;;;
255;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;1;15;279;279;279;279.8916708;1.180977514;979.5894638;985.8369651;706.8583471;1.39467401;;
256;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;2;15;278;280;279.0017921;;;979.5768793;;706.8583471;;;
257;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;3;15;276;280;278.0071942;;;972.5295636;;706.8583471;;;
258;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;4;15;278;281;279.504025;;;983.0753682;;706.8583471;;;
259;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;5;15;282;280;281.0017794;;;993.6715107;;706.8583471;;;
260;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;6;15;280;282;281.0017794;;;993.6715107;;706.8583471;;;
261;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;7;15;280;283;281.5039964;;;997.1951685;;706.8583471;;;
262;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;8;15;280;281;280.5004456;;;990.1478528;;706.8583471;;;
263;22/07/2012;22-07-12_M1_P1_C4;22-07-12_M1;9;15;278;281;279.504025;;;983.0753682;;706.8583471;;;
264;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;1;15;256;267;261.557833;260.8543727;1.100651361;860.1752165;855.8178361;706.8583471;1.210734569;;
265;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;2;15;256;268;262.0686933;;;863.3968466;;706.8583471;;;
266;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;3;15;259;270;264.5571772;;;880.0335454;;706.8583471;;;
267;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;4;15;257;268;262.5576127;;;866.7694905;;706.8583471;;;
268;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;5;15;255;265;260.0480725;;;850.397066;;706.8583471;;;
269;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;6;15;253;262;257.5393174;;;834.1756555;;706.8583471;;;
270;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;7;15;257;260;258.504352;;;840.8957744;;706.8583471;;;
271;22/07/2012;22-07-12_M1_P1_C5;22-07-12_M1;8;15;259;261;260.0019231;;;850.6990939;;706.8583471;;;
272;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;1;15;268;268;268;269.8251728;1.138502839;903.8685738;916.0598007;706.8583471;1.295959515;;
273;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;2;15;269;271;270.0018518;;;917.396903;;706.8583471;;;
274;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;3;15;269;270;269.5004638;;;914.0116745;;706.8583471;;;
275;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;4;15;268;272;270.0074073;;;917.3591495;;706.8583471;;;
276;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;5;15;270;273;271.5041436;;;927.6029262;;706.8583471;;;
277;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;6;15;267;272;269.5115953;;;913.9361676;;706.8583471;;;
278;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;7;15;265;275;270.0462923;;;917.0948751;;706.8583471;;;
279;22/07/2012;22-07-12_M1_P1_C6;22-07-12_M1;8;15;266;274;270.029628;;;917.2081356;;706.8583471;;;
280;22/07/2012;22-07-12_M1_P1_C8;22-07-12_M1;1;30;146;154;150.0533239;150.650098;0.317827211;282.9497245;285.4257234;2827.433388;0.100948699;;
281;22/07/2012;22-07-12_M1_P1_C8;22-07-12_M1;2;30;148;155;151.5404236;;;288.688253;;2827.433388;;;
282;22/07/2012;22-07-12_M1_P1_C8;22-07-12_M1;3;30;152;150;151.0033112;;;286.9264241;;2827.433388;;;
283;22/07/2012;22-07-12_M1_P1_C8;22-07-12_M1;4;30;149;151;150.0033333;;;283.1384919;;2827.433388;;;
284;22/07/2012;22-07-12_M2_P1_C1;22-07-12_M2;1;5;257;259;258.001938;255.7021664;3.236736283;837.6615598;821.545859;78.53981634;10.46024676;;
285;22/07/2012;22-07-12_M2_P1_C1;22-07-12_M2;2;5;252;262;257.0486335;;;830.8785185;;78.53981634;;;
286;22/07/2012;22-07-12_M2_P1_C1;22-07-12_M2;3;5;251;260;255.5396251;;;821.2639664;;78.53981634;;;
287;22/07/2012;22-07-12_M2_P1_C1;22-07-12_M2;4;5;251;255;253.007905;;;805.4704286;;78.53981634;;;
288;22/07/2012;22-07-12_M2_P1_C1;22-07-12_M2;5;5;240;269;254.9127302;;;812.4548218;;78.53981634;;;
289;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;1;20;340;349;344.5293892;353.8407054;1.119749068;1493.275854;1574.911456;1256.637061;1.253274716;;
290;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;2;20;346;359;352.559924;;;1563.170124;;1256.637061;;;
291;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;3;20;346;356;351.0356107;;;1550.107421;;1256.637061;;;
292;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;4;20;344;366;355.1703816;;;1584.437916;;1256.637061;;;
293;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;5;20;351;366;358.5784433;;;1616.679386;;1256.637061;;;
294;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;6;20;357;361;359.005571;;;1621.851612;;1256.637061;;;
295;22/07/2012;22-07-12_M2_P1_C2;22-07-12_M2;7;20;354;358;356.0056179;;;1594.857876;;1256.637061;;;
296;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;1;10;296;304;300.0266655;300.1910956;1.899943643;1132.402954;1132.391337;314.1592654;3.604513576;;
297;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;2;10;293;303;298.0419434;;;1117.23864;;314.1592654;;;
298;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;3;10;292;305;298.5707621;;;1120.774883;;314.1592654;;;
299;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;4;10;288;303;295.5951623;;;1098.173135;;314.1592654;;;
300;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;5;10;290;304;297.0824801;;;1109.44884;;314.1592654;;;
301;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;6;10;286;310;298.2415129;;;1115.741086;;314.1592654;;;
302;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;7;10;292;312;302.1655176;;;1146.497585;;314.1592654;;;
303;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;8;10;294;310;302.1059417;;;1146.950627;;314.1592654;;;
304;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;9;10;295;310;302.5929609;;;1150.851819;;314.1592654;;;
305;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;10;10;291;312;301.6827804;;;1142.571223;;314.1592654;;;
306;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;11;10;293;310;301.6197938;;;1143.049434;;314.1592654;;;
307;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;12;10;296;311;303.5926547;;;1158.478022;;314.1592654;;;
308;22/07/2012;22-07-12_M2_P1_C4;22-07-12_M2;13;10;291;311;301.1660671;;;1138.909136;;314.1592654;;;
